tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
612,1/1/2016 0:33,1/1/2016 0:43,368,Carmine St & 6 Ave,40.73038599,-74.00214988,301,E 2 St & Avenue B,40.72217444,-73.98368779,15276,Subscriber,1966,1
192,1/1/2016 0:33,1/1/2016 0:36,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3088,Union Ave & Jackson St,40.7160751,-73.952029,23998,Subscriber,1974,2
1331,1/1/2016 0:34,1/1/2016 0:56,345,W 13 St & 6 Ave,40.73649403,-73.99704374,484,W 44 St & 5 Ave,40.75500254,-73.98014437,17144,Subscriber,1988,1
336,1/1/2016 0:34,1/1/2016 0:39,168,W 18 St & 6 Ave,40.73971301,-73.99456405,325,E 19 St & 3 Ave,40.73624527,-73.98473765,22655,Subscriber,1980,2
267,1/1/2016 0:34,1/1/2016 0:38,470,W 20 St & 8 Ave,40.74345335,-74.00004031,405,Washington St & Gansevoort St,40.739323,-74.008119,20647,Subscriber,1986,1
355,1/1/2016 0:34,1/1/2016 0:40,3002,South End Ave & Liberty St,40.711512,-74.015756,415,Pearl St & Hanover Square,40.7047177,-74.00926027,22285,Subscriber,1983,1
746,1/1/2016 0:34,1/1/2016 0:47,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,331,Pike St & Monroe St,40.71173107,-73.99193043,23742,Subscriber,1977,1
2421,1/1/2016 0:34,1/1/2016 1:15,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,485,W 37 St & 5 Ave,40.75038009,-73.98338988,20353,Customer,,0
574,1/1/2016 0:34,1/1/2016 0:44,237,E 11 St & 2 Ave,40.73047309,-73.98672378,410,Suffolk St & Stanton St,40.72066442,-73.98517977,19079,Customer,,0
569,1/1/2016 0:34,1/1/2016 0:44,237,E 11 St & 2 Ave,40.73047309,-73.98672378,410,Suffolk St & Stanton St,40.72066442,-73.98517977,17609,Customer,,0
1078,1/1/2016 0:34,1/1/2016 0:52,389,Broadway & Berry St,40.71044554,-73.96525063,531,Forsyth St & Broome St,40.71893904,-73.99266288,22671,Subscriber,1983,2
2420,1/1/2016 0:35,1/1/2016 1:15,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,485,W 37 St & 5 Ave,40.75038009,-73.98338988,19425,Customer,,0
1237,1/1/2016 0:35,1/1/2016 0:55,3092,Berry St & N 8 St,40.7190095,-73.95852515,3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,24044,Subscriber,1981,1
2749,1/1/2016 0:35,1/1/2016 1:21,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3168,Central Park West & W 85 St,40.78472675,-73.96961715,22129,Customer,,0
937,1/1/2016 0:35,1/1/2016 0:51,405,Washington St & Gansevoort St,40.739323,-74.008119,439,E 4 St & 2 Ave,40.7262807,-73.98978041,18161,Subscriber,1990,1
926,1/1/2016 0:36,1/1/2016 0:51,291,Madison St & Montgomery St,40.713126,-73.984844,375,Mercer St & Bleecker St,40.72679454,-73.99695094,19301,Subscriber,1985,1
708,1/1/2016 0:36,1/1/2016 0:48,507,E 25 St & 2 Ave,40.73912601,-73.97973776,212,W 16 St & The High Line,40.74334935,-74.00681753,22607,Subscriber,1980,1
1259,1/1/2016 0:36,1/1/2016 0:57,480,W 53 St & 10 Ave,40.76669671,-73.99061728,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,20299,Subscriber,1966,1
3248,1/1/2016 0:36,1/1/2016 1:30,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,363,West Thames St,40.70834698,-74.01713445,23636,Subscriber,1988,1
919,1/1/2016 0:36,1/1/2016 0:52,293,Lafayette St & E 8 St,40.73028666,-73.9907647,498,Broadway & W 32 St,40.74854862,-73.98808416,17970,Subscriber,1967,2
908,1/1/2016 0:36,1/1/2016 0:52,293,Lafayette St & E 8 St,40.73028666,-73.9907647,498,Broadway & W 32 St,40.74854862,-73.98808416,15258,Subscriber,1964,1
1044,1/1/2016 0:36,1/1/2016 0:54,441,E 52 St & 2 Ave,40.756014,-73.967416,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,18734,Subscriber,1970,1
3244,1/1/2016 0:37,1/1/2016 1:31,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,363,West Thames St,40.70834698,-74.01713445,22181,Customer,,0
1026,1/1/2016 0:37,1/1/2016 0:54,430,York St & Jay St,40.7014851,-73.98656928,279,Peck Slip & Front St,40.707873,-74.00167,18414,Subscriber,1967,1
468,1/1/2016 0:37,1/1/2016 0:45,483,E 12 St & 3 Ave,40.73223272,-73.98889957,368,Carmine St & 6 Ave,40.73038599,-74.00214988,21988,Subscriber,1988,1
1183,1/1/2016 0:37,1/1/2016 0:57,524,W 43 St & 6 Ave,40.75527307,-73.98316936,2004,6 Ave & Broome St,40.724399,-74.004704,23113,Subscriber,1977,1
384,1/1/2016 0:37,1/1/2016 0:44,498,Broadway & W 32 St,40.74854862,-73.98808416,382,University Pl & E 14 St,40.73492695,-73.99200509,17827,Subscriber,1984,1
522,1/1/2016 0:37,1/1/2016 0:46,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,22101,Subscriber,1973,1
1914,1/1/2016 0:38,1/1/2016 1:09,3077,Stagg St & Union Ave,40.70877084,-73.95095259,346,Bank St & Hudson St,40.73652889,-74.00618026,18426,Subscriber,1975,1
255,1/1/2016 0:38,1/1/2016 0:42,223,W 13 St & 7 Ave,40.73781509,-73.99994661,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,17073,Subscriber,1985,1
990,1/1/2016 0:38,1/1/2016 0:54,238,Bank St & Washington St,40.7361967,-74.00859207,448,W 37 St & 10 Ave,40.75660359,-73.9979009,22554,Subscriber,1974,1
735,1/1/2016 0:38,1/1/2016 0:50,499,Broadway & W 60 St,40.76915505,-73.98191841,3168,Central Park West & W 85 St,40.78472675,-73.96961715,21323,Customer,,0
475,1/1/2016 0:38,1/1/2016 0:46,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,23254,Subscriber,1971,1
464,1/1/2016 0:38,1/1/2016 0:46,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,23559,Subscriber,1982,2
552,1/1/2016 0:38,1/1/2016 0:48,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3176,W 64 St & West End Ave,40.77452835,-73.98753759,14957,Subscriber,1969,2
774,1/1/2016 0:38,1/1/2016 0:51,479,9 Ave & W 45 St,40.76019252,-73.9912551,470,W 20 St & 8 Ave,40.74345335,-74.00004031,20028,Subscriber,1982,1
1221,1/1/2016 0:38,1/1/2016 0:59,478,11 Ave & W 41 St,40.76030096,-73.99884222,358,Christopher St & Greenwich St,40.73291553,-74.00711384,23970,Subscriber,1963,1
600,1/1/2016 0:39,1/1/2016 0:49,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,527,E 33 St & 2 Ave,40.744023,-73.976056,21648,Subscriber,1974,1
389,1/1/2016 0:39,1/1/2016 0:45,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3140,1 Ave & E 78 St,40.77140426,-73.9535166,22220,Subscriber,1958,1
243,1/1/2016 0:39,1/1/2016 0:43,316,Fulton St & William St,40.70955958,-74.00653609,152,Warren St & Church St,40.71473993,-74.00910627,20840,Subscriber,1974,2
482,1/1/2016 0:39,1/1/2016 0:47,383,Greenwich Ave & Charles St,40.735238,-74.000271,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,16987,Subscriber,1985,2
342,1/1/2016 0:39,1/1/2016 0:45,426,West St & Chambers St,40.71754834,-74.01322069,2008,Little West St & 1 Pl,40.70569254,-74.01677685,22772,Subscriber,1977,1
676,1/1/2016 0:40,1/1/2016 0:51,509,9 Ave & W 22 St,40.7454973,-74.00197139,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20613,Subscriber,1970,1
1057,1/1/2016 0:40,1/1/2016 0:57,486,Broadway & W 29 St,40.7462009,-73.98855723,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,22777,Subscriber,1975,1
1326,1/1/2016 0:40,1/1/2016 1:02,326,E 11 St & 1 Ave,40.72953837,-73.98426726,3002,South End Ave & Liberty St,40.711512,-74.015756,23788,Subscriber,1991,1
739,1/1/2016 0:40,1/1/2016 0:53,223,W 13 St & 7 Ave,40.73781509,-73.99994661,276,Duane St & Greenwich St,40.71748752,-74.0104554,24062,Subscriber,1969,1
789,1/1/2016 0:41,1/1/2016 0:54,168,W 18 St & 6 Ave,40.73971301,-73.99456405,445,E 10 St & Avenue A,40.72740794,-73.98142006,15774,Subscriber,1984,1
1047,1/1/2016 0:41,1/1/2016 0:58,454,E 51 St & 1 Ave,40.75455731,-73.96592976,504,1 Ave & E 15 St,40.73221853,-73.98165557,22123,Subscriber,1987,1
1033,1/1/2016 0:41,1/1/2016 0:58,439,E 4 St & 2 Ave,40.7262807,-73.98978041,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,21683,Subscriber,1970,1
602,1/1/2016 0:41,1/1/2016 0:51,257,Lispenard St & Broadway,40.71939226,-74.00247214,358,Christopher St & Greenwich St,40.73291553,-74.00711384,21049,Subscriber,1980,2
382,1/1/2016 0:41,1/1/2016 0:48,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,23155,Subscriber,1970,1
905,1/1/2016 0:41,1/1/2016 0:57,116,W 17 St & 8 Ave,40.74177603,-74.00149746,495,W 47 St & 10 Ave,40.76269882,-73.99301222,21512,Subscriber,1984,1
311,1/1/2016 0:42,1/1/2016 0:47,3226,W 82 St & Central Park West,40.78275,-73.97137,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,16610,Subscriber,1957,2
346,1/1/2016 0:42,1/1/2016 0:48,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,18253,Subscriber,1981,2
503,1/1/2016 0:43,1/1/2016 0:51,383,Greenwich Ave & Charles St,40.735238,-74.000271,462,W 22 St & 10 Ave,40.74691959,-74.00451887,22606,Subscriber,1984,1
1444,1/1/2016 0:43,1/1/2016 1:07,455,1 Ave & E 44 St,40.75001986,-73.96905301,3156,E 72 St & York Ave,40.76663814,-73.95348296,19976,Customer,,0
1428,1/1/2016 0:43,1/1/2016 1:07,455,1 Ave & E 44 St,40.75001986,-73.96905301,3156,E 72 St & York Ave,40.76663814,-73.95348296,22401,Customer,,0
469,1/1/2016 0:44,1/1/2016 0:51,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3141,1 Ave & E 68 St,40.76500525,-73.95818491,20080,Subscriber,1977,1
159,1/1/2016 0:44,1/1/2016 0:46,3078,Broadway & Roebling St,40.70925562,-73.95982218,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,16948,Subscriber,1990,1
705,1/1/2016 0:44,1/1/2016 0:55,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,494,W 26 St & 8 Ave,40.74734825,-73.99723551,20804,Subscriber,1964,1
